Name	Args	"Return Type"
pg_stat_reset_shared	text	void
pg_stat_reset_single_function_counters	oid	void
pg_stat_reset_single_table_counters	oid	void
pg_statistics_obj_is_visible	oid	boolean
pg_stop_backup		pg_lsn
pg_stop_backup	"exclusive boolean, wait_for_archive boolean, OUT lsn pg_lsn, OUT labelfile text, OUT spcmapfile text"	"SETOF record"
pg_switch_wal		pg_lsn
pg_table_is_visible	oid	boolean
pg_table_size	regclass	bigint
pg_tablespace_databases	oid	"SETOF oid"
pg_tablespace_location	oid	text
pg_tablespace_size	name	bigint
pg_tablespace_size	oid	bigint
pg_terminate_backend	integer	boolean
pg_timezone_abbrevs	"OUT abbrev text, OUT utc_offset interval, OUT is_dst boolean"	"SETOF record"
pg_timezone_names	"OUT name text, OUT abbrev text, OUT utc_offset interval, OUT is_dst boolean"	"SETOF record"
pg_total_relation_size	regclass	bigint
pg_trigger_depth		integer
pg_try_advisory_lock	bigint	boolean
pg_try_advisory_lock	"integer, integer"	boolean
pg_try_advisory_lock_shared	bigint	boolean
pg_try_advisory_lock_shared	"integer, integer"	boolean
pg_try_advisory_xact_lock	bigint	boolean
pg_try_advisory_xact_lock	"integer, integer"	boolean
pg_try_advisory_xact_lock_shared	bigint	boolean
pg_try_advisory_xact_lock_shared	"integer, integer"	boolean
pg_ts_config_is_visible	oid	boolean
pg_ts_dict_is_visible	oid	boolean
pg_ts_parser_is_visible	oid	boolean
pg_ts_template_is_visible	oid	boolean
pg_type_is_visible	oid	boolean
pg_typeof	"""any"""	regtype
pg_wal_lsn_diff	"pg_lsn, pg_lsn"	numeric
pg_wal_replay_pause		void
pg_wal_replay_resume		void
pg_walfile_name	pg_lsn	text
pg_walfile_name_offset	"lsn pg_lsn, OUT file_name text, OUT file_offset integer"	record
pg_xact_commit_timestamp	xid	"timestamp with time zone"
phraseto_tsquery	"regconfig, text"	tsquery
phraseto_tsquery	text	tsquery
pi		"double precision"
plainto_tsquery	"regconfig, text"	tsquery
plainto_tsquery	text	tsquery
plpgsql_call_handler		language_handler
plpgsql_inline_handler	internal	void
plpgsql_validator	oid	void
point	box	point
point	circle	point
point	"double precision, double precision"	point
point	lseg	point
point	path	point
point	polygon	point
point_above	"point, point"	boolean
point_add	"point, point"	point
point_below	"point, point"	boolean
point_distance	"point, point"	"double precision"
point_div	"point, point"	point
point_eq	"point, point"	boolean
point_horiz	"point, point"	boolean
point_in	cstring	point
point_left	"point, point"	boolean
point_mul	"point, point"	point
point_ne	"point, point"	boolean
point_out	point	cstring
point_recv	internal	point
point_right	"point, point"	boolean
point_send	point	bytea
point_sub	"point, point"	point
point_vert	"point, point"	boolean
poly_above	"polygon, polygon"	boolean
poly_below	"polygon, polygon"	boolean
poly_center	polygon	point
poly_contain	"polygon, polygon"	boolean
poly_contain_pt	"polygon, point"	boolean
poly_contained	"polygon, polygon"	boolean
poly_distance	"polygon, polygon"	"double precision"
poly_in	cstring	polygon
poly_left	"polygon, polygon"	boolean
poly_npoints	polygon	integer
poly_out	polygon	cstring
poly_overabove	"polygon, polygon"	boolean
poly_overbelow	"polygon, polygon"	boolean
poly_overlap	"polygon, polygon"	boolean
poly_overleft	"polygon, polygon"	boolean
poly_overright	"polygon, polygon"	boolean
poly_recv	internal	polygon
poly_right	"polygon, polygon"	boolean
poly_same	"polygon, polygon"	boolean
poly_send	polygon	bytea
polygon	box	polygon
polygon	circle	polygon
polygon	"integer, circle"	polygon
polygon	path	polygon
popen	path	path
position	"bit, bit"	integer
position	"bytea, bytea"	integer
position	"text, text"	integer
positionjoinsel	"internal, oid, internal, smallint, internal"	"double precision"
positionsel	"internal, oid, internal, integer"	"double precision"
postgresql_fdw_validator	"text[], oid"	boolean
pow	"double precision, double precision"	"double precision"
pow	"numeric, numeric"	numeric
power	"double precision, double precision"	"double precision"
power	"numeric, numeric"	numeric
prsd_end	internal	void
prsd_headline	"internal, internal, tsquery"	internal
prsd_lextype	internal	internal
prsd_nexttoken	"internal, internal, internal"	internal
prsd_start	"internal, integer"	internal
pt_contained_circle	"point, circle"	boolean
pt_contained_poly	"point, polygon"	boolean
query_to_xml	"query text, nulls boolean, tableforest boolean, targetns text"	xml
query_to_xml_and_xmlschema	"query text, nulls boolean, tableforest boolean, targetns text"	xml
query_to_xmlschema	"query text, nulls boolean, tableforest boolean, targetns text"	xml
querytree	tsquery	text
quote_ident	text	text
quote_literal	anyelement	text
quote_literal	text	text
quote_nullable	anyelement	text
quote_nullable	text	text
radians	"double precision"	"double precision"
radius	circle	"double precision"
random		"double precision"
range_adjacent	"anyrange, anyrange"	boolean
range_after	"anyrange, anyrange"	boolean
range_before	"anyrange, anyrange"	boolean
range_cmp	"anyrange, anyrange"	integer
range_contained_by	"anyrange, anyrange"	boolean
range_contains	"anyrange, anyrange"	boolean
range_contains_elem	"anyrange, anyelement"	boolean
range_eq	"anyrange, anyrange"	boolean
range_ge	"anyrange, anyrange"	boolean
range_gist_compress	internal	internal
range_gist_consistent	"internal, anyrange, smallint, oid, internal"	boolean
range_gist_decompress	internal	internal
range_gist_fetch	internal	internal
range_gist_penalty	"internal, internal, internal"	internal
range_gist_picksplit	"internal, internal"	internal
range_gist_same	"anyrange, anyrange, internal"	internal
range_gist_union	"internal, internal"	anyrange
range_gt	"anyrange, anyrange"	boolean
range_in	"cstring, oid, integer"	anyrange
range_intersect	"anyrange, anyrange"	anyrange
range_le	"anyrange, anyrange"	boolean
range_lt	"anyrange, anyrange"	boolean
range_merge	"anyrange, anyrange"	anyrange
range_minus	"anyrange, anyrange"	anyrange
range_ne	"anyrange, anyrange"	boolean
range_out	anyrange	cstring
range_overlaps	"anyrange, anyrange"	boolean
range_overleft	"anyrange, anyrange"	boolean
range_overright	"anyrange, anyrange"	boolean
range_recv	"internal, oid, integer"	anyrange
range_send	anyrange	bytea
range_typanalyze	internal	boolean
range_union	"anyrange, anyrange"	anyrange
rangesel	"internal, oid, internal, integer"	"double precision"
rank		bigint
rank	"VARIADIC ""any"" ORDER BY VARIADIC ""any"""	bigint
rank_final	"internal, VARIADIC ""any"""	bigint
record_eq	"record, record"	boolean
record_ge	"record, record"	boolean
record_gt	"record, record"	boolean
record_image_eq	"record, record"	boolean
record_image_ge	"record, record"	boolean
record_image_gt	"record, record"	boolean
record_image_le	"record, record"	boolean
record_image_lt	"record, record"	boolean
record_image_ne	"record, record"	boolean
record_in	"cstring, oid, integer"	record
record_le	"record, record"	boolean
record_lt	"record, record"	boolean
record_ne	"record, record"	boolean
record_out	record	cstring
record_recv	"internal, oid, integer"	record
record_send	record	bytea
regclass	text	regclass
regclassin	cstring	regclass
regclassout	regclass	cstring
regclassrecv	internal	regclass
regclasssend	regclass	bytea
regconfigin	cstring	regconfig
regconfigout	regconfig	cstring
regconfigrecv	internal	regconfig
regconfigsend	regconfig	bytea
regdictionaryin	cstring	regdictionary
regdictionaryout	regdictionary	cstring
regdictionaryrecv	internal	regdictionary
regdictionarysend	regdictionary	bytea
regexeqjoinsel	"internal, oid, internal, smallint, internal"	"double precision"
regexeqsel	"internal, oid, internal, integer"	"double precision"
regexnejoinsel	"internal, oid, internal, smallint, internal"	"double precision"
regexnesel	"internal, oid, internal, integer"	"double precision"
regexp_match	"text, text"	text[]
regexp_match	"text, text, text"	text[]
regexp_matches	"text, text"	"SETOF text[]"
regexp_matches	"text, text, text"	"SETOF text[]"
regexp_replace	"text, text, text"	text
regexp_replace	"text, text, text, text"	text
regexp_split_to_array	"text, text"	text[]
regexp_split_to_array	"text, text, text"	text[]
regexp_split_to_table	"text, text"	"SETOF text"
regexp_split_to_table	"text, text, text"	"SETOF text"
regnamespacein	cstring	regnamespace
regnamespaceout	regnamespace	cstring
regnamespacerecv	internal	regnamespace
regnamespacesend	regnamespace	bytea
regoperatorin	cstring	regoperator
regoperatorout	regoperator	cstring
regoperatorrecv	internal	regoperator
regoperatorsend	regoperator	bytea
regoperin	cstring	regoper
regoperout	regoper	cstring
regoperrecv	internal	regoper
regopersend	regoper	bytea
regprocedurein	cstring	regprocedure
regprocedureout	regprocedure	cstring
regprocedurerecv	internal	regprocedure
regproceduresend	regprocedure	bytea
regprocin	cstring	regproc
regprocout	regproc	cstring
regprocrecv	internal	regproc
regprocsend	regproc	bytea
regr_avgx	"double precision, double precision"	"double precision"
regr_avgy	"double precision, double precision"	"double precision"
regr_count	"double precision, double precision"	bigint
regr_intercept	"double precision, double precision"	"double precision"
regr_r2	"double precision, double precision"	"double precision"
regr_slope	"double precision, double precision"	"double precision"
regr_sxx	"double precision, double precision"	"double precision"
regr_sxy	"double precision, double precision"	"double precision"
regr_syy	"double precision, double precision"	"double precision"
regrolein	cstring	regrole
regroleout	regrole	cstring
regrolerecv	internal	regrole
regrolesend	regrole	bytea
regtypein	cstring	regtype
regtypeout	regtype	cstring
regtyperecv	internal	regtype
regtypesend	regtype	bytea
reltime	interval	reltime
reltimeeq	"reltime, reltime"	boolean
reltimege	"reltime, reltime"	boolean
reltimegt	"reltime, reltime"	boolean
reltimein	cstring	reltime
reltimele	"reltime, reltime"	boolean
reltimelt	"reltime, reltime"	boolean
reltimene	"reltime, reltime"	boolean
reltimeout	reltime	cstring
reltimerecv	internal	reltime
reltimesend	reltime	bytea
repeat	"text, integer"	text
replace	"text, text, text"	text
reverse	text	text
right	"text, integer"	text
round	"double precision"	"double precision"
round	numeric	numeric
round	"numeric, integer"	numeric
row_number		bigint
row_security_active	oid	boolean
row_security_active	text	boolean
row_to_json	record	json
row_to_json	"record, boolean"	json
rpad	"text, integer"	text
rpad	"text, integer, text"	text
rtrim	text	text
rtrim	"text, text"	text
scalargtjoinsel	"internal, oid, internal, smallint, internal"	"double precision"
scalargtsel	"internal, oid, internal, integer"	"double precision"
scalarltjoinsel	"internal, oid, internal, smallint, internal"	"double precision"
scalarltsel	"internal, oid, internal, integer"	"double precision"
scale	numeric	integer
schema_to_xml	"schema name, nulls boolean, tableforest boolean, targetns text"	xml
schema_to_xml_and_xmlschema	"schema name, nulls boolean, tableforest boolean, targetns text"	xml
schema_to_xmlschema	"schema name, nulls boolean, tableforest boolean, targetns text"	xml
session_user		name
set_bit	"bit, integer, integer"	bit
set_bit	"bytea, integer, integer"	bytea
set_byte	"bytea, integer, integer"	bytea
set_config	"text, text, boolean"	text
set_masklen	"cidr, integer"	cidr
set_masklen	"inet, integer"	inet
setseed	"double precision"	void
setval	"regclass, bigint"	bigint
setval	"regclass, bigint, boolean"	bigint
setweight	"tsvector, ""char"""	tsvector
setweight	"tsvector, ""char"", text[]"	tsvector
shell_in	cstring	opaque
shell_out	opaque	cstring
shift_jis_2004_to_euc_jis_2004	"integer, integer, cstring, internal, integer"	void
shift_jis_2004_to_utf8	"integer, integer, cstring, internal, integer"	void
shobj_description	"oid, name"	text
sign	"double precision"	"double precision"
sign	numeric	numeric
similar_escape	"text, text"	text
sin	"double precision"	"double precision"
sind	"double precision"	"double precision"
sjis_to_euc_jp	"integer, integer, cstring, internal, integer"	void
sjis_to_mic	"integer, integer, cstring, internal, integer"	void
sjis_to_utf8	"integer, integer, cstring, internal, integer"	void
slope	"point, point"	"double precision"
smgreq	"smgr, smgr"	boolean
smgrin	cstring	smgr
smgrne	"smgr, smgr"	boolean
smgrout	smgr	cstring
spg_box_quad_choose	"internal, internal"	void
spg_box_quad_config	"internal, internal"	void
spg_box_quad_inner_consistent	"internal, internal"	void
spg_box_quad_leaf_consistent	"internal, internal"	boolean
spg_box_quad_picksplit	"internal, internal"	void
spg_kd_choose	"internal, internal"	void
spg_kd_config	"internal, internal"	void
spg_kd_inner_consistent	"internal, internal"	void
spg_kd_picksplit	"internal, internal"	void
spg_quad_choose	"internal, internal"	void
spg_quad_config	"internal, internal"	void
spg_quad_inner_consistent	"internal, internal"	void
spg_quad_leaf_consistent	"internal, internal"	boolean
spg_quad_picksplit	"internal, internal"	void
spg_range_quad_choose	"internal, internal"	void
spg_range_quad_config	"internal, internal"	void
spg_range_quad_inner_consistent	"internal, internal"	void
spg_range_quad_leaf_consistent	"internal, internal"	boolean
spg_range_quad_picksplit	"internal, internal"	void
spg_text_choose	"internal, internal"	void
spg_text_config	"internal, internal"	void
spg_text_inner_consistent	"internal, internal"	void
spg_text_leaf_consistent	"internal, internal"	boolean
spg_text_picksplit	"internal, internal"	void
spghandler	internal	index_am_handler
split_part	"text, text, integer"	text
sqrt	"double precision"	"double precision"
sqrt	numeric	numeric
statement_timestamp		"timestamp with time zone"
stddev	bigint	numeric
stddev	"double precision"	"double precision"
stddev	integer	numeric
stddev	numeric	numeric
stddev	real	"double precision"
stddev	smallint	numeric
stddev_pop	bigint	numeric
stddev_pop	"double precision"	"double precision"
stddev_pop	integer	numeric
stddev_pop	numeric	numeric
stddev_pop	real	"double precision"
stddev_pop	smallint	numeric
stddev_samp	bigint	numeric
stddev_samp	"double precision"	"double precision"
stddev_samp	integer	numeric
stddev_samp	numeric	numeric
stddev_samp	real	"double precision"
stddev_samp	smallint	numeric
string_agg	"bytea, bytea"	bytea
string_agg	"text, text"	text
string_agg_finalfn	internal	text
string_agg_transfn	"internal, text, text"	internal
string_to_array	"text, text"	text[]
string_to_array	"text, text, text"	text[]
strip	tsvector	tsvector
strpos	"text, text"	integer
substr	"bytea, integer"	bytea
substr	"bytea, integer, integer"	bytea
substr	"text, integer"	text
substr	"text, integer, integer"	text
substring	"bit, integer"	bit
substring	"bit, integer, integer"	bit
substring	"bytea, integer"	bytea
substring	"bytea, integer, integer"	bytea
substring	"text, integer"	text
substring	"text, integer, integer"	text
substring	"text, text"	text
substring	"text, text, text"	text
sum	bigint	numeric
sum	"double precision"	"double precision"
sum	integer	bigint
sum	interval	interval
sum	money	money
sum	numeric	numeric
sum	real	real
sum	smallint	bigint
suppress_redundant_updates_trigger		trigger
system	internal	tsm_handler
table_to_xml	"tbl regclass, nulls boolean, tableforest boolean, targetns text"	xml
table_to_xml_and_xmlschema	"tbl regclass, nulls boolean, tableforest boolean, targetns text"	xml
table_to_xmlschema	"tbl regclass, nulls boolean, tableforest boolean, targetns text"	xml
tan	"double precision"	"double precision"
tand	"double precision"	"double precision"
text	"""char"""	text
text	boolean	text
text	character	text
text	inet	text
text	name	text
text	xml	text
text_ge	"text, text"	boolean
text_gt	"text, text"	boolean
text_larger	"text, text"	text
text_le	"text, text"	boolean
text_lt	"text, text"	boolean
text_pattern_ge	"text, text"	boolean
text_pattern_gt	"text, text"	boolean
text_pattern_le	"text, text"	boolean
text_pattern_lt	"text, text"	boolean
text_smaller	"text, text"	text
textanycat	"text, anynonarray"	text
textcat	"text, text"	text
texteq	"text, text"	boolean
texticlike	"text, text"	boolean
texticnlike	"text, text"	boolean
texticregexeq	"text, text"	boolean
texticregexne	"text, text"	boolean
textin	cstring	text
textlen	text	integer
textlike	"text, text"	boolean
textne	"text, text"	boolean
textnlike	"text, text"	boolean
textout	text	cstring
textrecv	internal	text
textregexeq	"text, text"	boolean
textregexne	"text, text"	boolean
textsend	text	bytea
thesaurus_init	internal	internal
thesaurus_lexize	"internal, internal, internal, internal"	internal
tideq	"tid, tid"	boolean
tidge	"tid, tid"	boolean
tidgt	"tid, tid"	boolean
tidin	cstring	tid
tidlarger	"tid, tid"	tid
tidle	"tid, tid"	boolean
tidlt	"tid, tid"	boolean
tidne	"tid, tid"	boolean
tidout	tid	cstring
tidrecv	internal	tid
tidsend	tid	bytea
tidsmaller	"tid, tid"	tid
time	abstime	"time without time zone"
time	interval	"time without time zone"
time	"time with time zone"	"time without time zone"
time	"time without time zone, integer"	"time without time zone"
time	"timestamp with time zone"	"time without time zone"
time	"timestamp without time zone"	"time without time zone"
time_cmp	"time without time zone, time without time zone"	integer
time_eq	"time without time zone, time without time zone"	boolean
time_ge	"time without time zone, time without time zone"	boolean
time_gt	"time without time zone, time without time zone"	boolean
time_hash	"time without time zone"	integer
time_in	"cstring, oid, integer"	"time without time zone"
time_larger	"time without time zone, time without time zone"	"time without time zone"
time_le	"time without time zone, time without time zone"	boolean
time_lt	"time without time zone, time without time zone"	boolean
time_mi_interval	"time without time zone, interval"	"time without time zone"
time_mi_time	"time without time zone, time without time zone"	interval
time_ne	"time without time zone, time without time zone"	boolean
time_out	"time without time zone"	cstring
time_pl_interval	"time without time zone, interval"	"time without time zone"
time_recv	"internal, oid, integer"	"time without time zone"
time_send	"time without time zone"	bytea
time_smaller	"time without time zone, time without time zone"	"time without time zone"
time_transform	internal	internal
timedate_pl	"time without time zone, date"	"timestamp without time zone"
timemi	"abstime, reltime"	abstime
timenow		abstime
timeofday		text
timepl	"abstime, reltime"	abstime
timestamp	abstime	"timestamp without time zone"
timestamp	date	"timestamp without time zone"
timestamp	"date, time without time zone"	"timestamp without time zone"
timestamp	"timestamp with time zone"	"timestamp without time zone"
timestamp	"timestamp without time zone, integer"	"timestamp without time zone"
timestamp_cmp	"timestamp without time zone, timestamp without time zone"	integer
timestamp_cmp_date	"timestamp without time zone, date"	integer
timestamp_cmp_timestamptz	"timestamp without time zone, timestamp with time zone"	integer
timestamp_eq	"timestamp without time zone, timestamp without time zone"	boolean
timestamp_eq_date	"timestamp without time zone, date"	boolean
timestamp_eq_timestamptz	"timestamp without time zone, timestamp with time zone"	boolean
timestamp_ge	"timestamp without time zone, timestamp without time zone"	boolean
timestamp_ge_date	"timestamp without time zone, date"	boolean
timestamp_ge_timestamptz	"timestamp without time zone, timestamp with time zone"	boolean
timestamp_gt	"timestamp without time zone, timestamp without time zone"	boolean
timestamp_gt_date	"timestamp without time zone, date"	boolean
timestamp_gt_timestamptz	"timestamp without time zone, timestamp with time zone"	boolean
timestamp_hash	"timestamp without time zone"	integer
timestamp_in	"cstring, oid, integer"	"timestamp without time zone"
timestamp_izone_transform	internal	internal
timestamp_larger	"timestamp without time zone, timestamp without time zone"	"timestamp without time zone"
timestamp_le	"timestamp without time zone, timestamp without time zone"	boolean
timestamp_le_date	"timestamp without time zone, date"	boolean
timestamp_le_timestamptz	"timestamp without time zone, timestamp with time zone"	boolean
timestamp_lt	"timestamp without time zone, timestamp without time zone"	boolean
timestamp_lt_date	"timestamp without time zone, date"	boolean
timestamp_lt_timestamptz	"timestamp without time zone, timestamp with time zone"	boolean
timestamp_mi	"timestamp without time zone, timestamp without time zone"	interval
timestamp_mi_interval	"timestamp without time zone, interval"	"timestamp without time zone"
timestamp_ne	"timestamp without time zone, timestamp without time zone"	boolean
timestamp_ne_date	"timestamp without time zone, date"	boolean
timestamp_ne_timestamptz	"timestamp without time zone, timestamp with time zone"	boolean
timestamp_out	"timestamp without time zone"	cstring
timestamp_pl_interval	"timestamp without time zone, interval"	"timestamp without time zone"
timestamp_recv	"internal, oid, integer"	"timestamp without time zone"
timestamp_send	"timestamp without time zone"	bytea
timestamp_smaller	"timestamp without time zone, timestamp without time zone"	"timestamp without time zone"
timestamp_sortsupport	internal	void
timestamp_transform	internal	internal
timestamp_zone_transform	internal	internal
timestamptypmodin	cstring[]	integer
timestamptypmodout	integer	cstring
timestamptz	abstime	"timestamp with time zone"
timestamptz	date	"timestamp with time zone"
timestamptz	"date, time with time zone"	"timestamp with time zone"
timestamptz	"date, time without time zone"	"timestamp with time zone"
timestamptz	"timestamp with time zone, integer"	"timestamp with time zone"
timestamptz	"timestamp without time zone"	"timestamp with time zone"
timestamptz_cmp	"timestamp with time zone, timestamp with time zone"	integer
timestamptz_cmp_date	"timestamp with time zone, date"	integer
timestamptz_cmp_timestamp	"timestamp with time zone, timestamp without time zone"	integer
timestamptz_eq	"timestamp with time zone, timestamp with time zone"	boolean
timestamptz_eq_date	"timestamp with time zone, date"	boolean
timestamptz_eq_timestamp	"timestamp with time zone, timestamp without time zone"	boolean
timestamptz_ge	"timestamp with time zone, timestamp with time zone"	boolean
timestamptz_ge_date	"timestamp with time zone, date"	boolean
timestamptz_ge_timestamp	"timestamp with time zone, timestamp without time zone"	boolean
timestamptz_gt	"timestamp with time zone, timestamp with time zone"	boolean
timestamptz_gt_date	"timestamp with time zone, date"	boolean
timestamptz_gt_timestamp	"timestamp with time zone, timestamp without time zone"	boolean
timestamptz_in	"cstring, oid, integer"	"timestamp with time zone"
timestamptz_larger	"timestamp with time zone, timestamp with time zone"	"timestamp with time zone"
timestamptz_le	"timestamp with time zone, timestamp with time zone"	boolean
timestamptz_le_date	"timestamp with time zone, date"	boolean
timestamptz_le_timestamp	"timestamp with time zone, timestamp without time zone"	boolean
timestamptz_lt	"timestamp with time zone, timestamp with time zone"	boolean
timestamptz_lt_date	"timestamp with time zone, date"	boolean
timestamptz_lt_timestamp	"timestamp with time zone, timestamp without time zone"	boolean
timestamptz_mi	"timestamp with time zone, timestamp with time zone"	interval
timestamptz_mi_interval	"timestamp with time zone, interval"	"timestamp with time zone"
timestamptz_ne	"timestamp with time zone, timestamp with time zone"	boolean
timestamptz_ne_date	"timestamp with time zone, date"	boolean
timestamptz_ne_timestamp	"timestamp with time zone, timestamp without time zone"	boolean
timestamptz_out	"timestamp with time zone"	cstring
timestamptz_pl_interval	"timestamp with time zone, interval"	"timestamp with time zone"
timestamptz_recv	"internal, oid, integer"	"timestamp with time zone"
timestamptz_send	"timestamp with time zone"	bytea
timestamptz_smaller	"timestamp with time zone, timestamp with time zone"	"timestamp with time zone"
timestamptztypmodin	cstring[]	integer
timestamptztypmodout	integer	cstring
timetypmodin	cstring[]	integer
timetypmodout	integer	cstring
timetz	"time with time zone, integer"	"time with time zone"
timetz	"time without time zone"	"time with time zone"
timetz	"timestamp with time zone"	"time with time zone"
timetz_cmp	"time with time zone, time with time zone"	integer
timetz_eq	"time with time zone, time with time zone"	boolean
timetz_ge	"time with time zone, time with time zone"	boolean
timetz_gt	"time with time zone, time with time zone"	boolean
timetz_hash	"time with time zone"	integer
timetz_in	"cstring, oid, integer"	"time with time zone"
timetz_larger	"time with time zone, time with time zone"	"time with time zone"
timetz_le	"time with time zone, time with time zone"	boolean
timetz_lt	"time with time zone, time with time zone"	boolean
timetz_mi_interval	"time with time zone, interval"	"time with time zone"
timetz_ne	"time with time zone, time with time zone"	boolean
timetz_out	"time with time zone"	cstring
timetz_pl_interval	"time with time zone, interval"	"time with time zone"
timetz_recv	"internal, oid, integer"	"time with time zone"
timetz_send	"time with time zone"	bytea
timetz_smaller	"time with time zone, time with time zone"	"time with time zone"
timetzdate_pl	"time with time zone, date"	"timestamp with time zone"
timetztypmodin	cstring[]	integer
timetztypmodout	integer	cstring
timezone	"interval, time with time zone"	"time with time zone"
timezone	"interval, timestamp with time zone"	"timestamp without time zone"
timezone	"interval, timestamp without time zone"	"timestamp with time zone"
timezone	"text, time with time zone"	"time with time zone"
timezone	"text, timestamp with time zone"	"timestamp without time zone"
timezone	"text, timestamp without time zone"	"timestamp with time zone"
tinterval	"abstime, abstime"	tinterval
tintervalct	"tinterval, tinterval"	boolean
tintervalend	tinterval	abstime
tintervaleq	"tinterval, tinterval"	boolean
tintervalge	"tinterval, tinterval"	boolean
tintervalgt	"tinterval, tinterval"	boolean
tintervalin	cstring	tinterval
tintervalle	"tinterval, tinterval"	boolean
tintervalleneq	"tinterval, reltime"	boolean
tintervallenge	"tinterval, reltime"	boolean
tintervallengt	"tinterval, reltime"	boolean
tintervallenle	"tinterval, reltime"	boolean
tintervallenlt	"tinterval, reltime"	boolean
tintervallenne	"tinterval, reltime"	boolean
tintervallt	"tinterval, tinterval"	boolean
tintervalne	"tinterval, tinterval"	boolean
tintervalout	tinterval	cstring
tintervalov	"tinterval, tinterval"	boolean
tintervalrecv	internal	tinterval
tintervalrel	tinterval	reltime
tintervalsame	"tinterval, tinterval"	boolean
tintervalsend	tinterval	bytea
tintervalstart	tinterval	abstime
to_ascii	text	text
to_ascii	"text, integer"	text
to_ascii	"text, name"	text
to_char	"bigint, text"	text
to_char	"double precision, text"	text
to_char	"integer, text"	text
to_char	"interval, text"	text
to_char	"numeric, text"	text
to_char	"real, text"	text
to_char	"timestamp with time zone, text"	text
to_char	"timestamp without time zone, text"	text
to_date	"text, text"	date
to_hex	bigint	text
to_hex	integer	text
to_json	anyelement	json
to_jsonb	anyelement	jsonb
to_number	"text, text"	numeric
to_regclass	text	regclass
to_regnamespace	text	regnamespace
to_regoper	text	regoper
to_regoperator	text	regoperator
to_regproc	text	regproc
to_regprocedure	text	regprocedure
to_regrole	text	regrole
to_regtype	text	regtype
to_timestamp	"double precision"	"timestamp with time zone"
to_timestamp	"text, text"	"timestamp with time zone"
to_tsquery	"regconfig, text"	tsquery
to_tsquery	text	tsquery
to_tsvector	json	tsvector
to_tsvector	jsonb	tsvector
to_tsvector	"regconfig, json"	tsvector
to_tsvector	"regconfig, jsonb"	tsvector
to_tsvector	"regconfig, text"	tsvector
to_tsvector	text	tsvector
transaction_timestamp		"timestamp with time zone"
translate	"text, text, text"	text
trigger_in	cstring	trigger
trigger_out	trigger	cstring
trunc	"double precision"	"double precision"
trunc	macaddr	macaddr
trunc	macaddr8	macaddr8
trunc	numeric	numeric
trunc	"numeric, integer"	numeric
ts_debug	"config regconfig, document text, OUT alias text, OUT description text, OUT token text, OUT dictionaries regdictionary[], OUT dictionary regdictionary, OUT lexemes text[]"	"SETOF record"
ts_debug	"document text, OUT alias text, OUT description text, OUT token text, OUT dictionaries regdictionary[], OUT dictionary regdictionary, OUT lexemes text[]"	"SETOF record"
ts_delete	"tsvector, text"	tsvector
ts_delete	"tsvector, text[]"	tsvector
ts_filter	"tsvector, ""char""[]"	tsvector
ts_headline	"json, tsquery"	json
ts_headline	"json, tsquery, text"	json
ts_headline	"jsonb, tsquery"	jsonb
ts_headline	"jsonb, tsquery, text"	jsonb
ts_headline	"regconfig, json, tsquery"	json
ts_headline	"regconfig, json, tsquery, text"	json
ts_headline	"regconfig, jsonb, tsquery"	jsonb
ts_headline	"regconfig, jsonb, tsquery, text"	jsonb
ts_headline	"regconfig, text, tsquery"	text
ts_headline	"regconfig, text, tsquery, text"	text
ts_headline	"text, tsquery"	text
ts_headline	"text, tsquery, text"	text
ts_lexize	"regdictionary, text"	text[]
ts_match_qv	"tsquery, tsvector"	boolean
ts_match_tq	"text, tsquery"	boolean
ts_match_tt	"text, text"	boolean
ts_match_vq	"tsvector, tsquery"	boolean
ts_parse	"parser_name text, txt text, OUT tokid integer, OUT token text"	"SETOF record"
ts_parse	"parser_oid oid, txt text, OUT tokid integer, OUT token text"	"SETOF record"
ts_rank	"real[], tsvector, tsquery"	real
ts_rank	"real[], tsvector, tsquery, integer"	real
ts_rank	"tsvector, tsquery"	real
ts_rank	"tsvector, tsquery, integer"	real
ts_rank_cd	"real[], tsvector, tsquery"	real
ts_rank_cd	"real[], tsvector, tsquery, integer"	real
ts_rank_cd	"tsvector, tsquery"	real
ts_rank_cd	"tsvector, tsquery, integer"	real
ts_rewrite	"tsquery, text"	tsquery
ts_rewrite	"tsquery, tsquery, tsquery"	tsquery
ts_stat	"query text, OUT word text, OUT ndoc integer, OUT nentry integer"	"SETOF record"
ts_stat	"query text, weights text, OUT word text, OUT ndoc integer, OUT nentry integer"	"SETOF record"
ts_token_type	"parser_name text, OUT tokid integer, OUT alias text, OUT description text"	"SETOF record"
ts_token_type	"parser_oid oid, OUT tokid integer, OUT alias text, OUT description text"	"SETOF record"
ts_typanalyze	internal	boolean
tsm_handler_in	cstring	tsm_handler
tsm_handler_out	tsm_handler	cstring
tsmatchjoinsel	"internal, oid, internal, smallint, internal"	"double precision"
tsmatchsel	"internal, oid, internal, integer"	"double precision"
tsq_mcontained	"tsquery, tsquery"	boolean
tsq_mcontains	"tsquery, tsquery"	boolean
tsquery_and	"tsquery, tsquery"	tsquery
tsquery_cmp	"tsquery, tsquery"	integer
tsquery_eq	"tsquery, tsquery"	boolean
tsquery_ge	"tsquery, tsquery"	boolean
tsquery_gt	"tsquery, tsquery"	boolean
tsquery_le	"tsquery, tsquery"	boolean
